head verdictExported function jwksFetches 362 captured 441 rows test/prod/grace/limiter 162 161 6 7
merged17r2 verdictExported function jwksFetches 362 captured 720 rows test/prod/grace/limiter 162 161 6 7
=== test
  head test W rows: [('W01 erasures/.. GET', 'noscope', 200, ['GET /api/gdpr/erasures/..']), ('W01 erasures/.. GET', 'scope', 200, ['GET /api/gdpr/erasures/..']), ('W01 erasures/.. GET', 'user', 200, ['GET /api/gdpr/erasures/..']), ('W02 erasures/%2e%2e GET', 'noscope', 200, ['GET /api/gdpr/erasures/%2e%2e']), ('W02 erasures/%2e%2e GET', 'scope', 200, ['GET /api/gdpr/erasures/%2e%2e']), ('W03 erasures/..;x GET', 'noscope', 200, ['GET /api/gdpr/erasures/..;x']), ('W03 erasures/..;x GET', 'scope', 200, ['GET /api/gdpr/erasures/..;x']), ('W04 erasures/%2e%2e%2fabc GET', 'noscope', 200, ['GET /api/gdpr/erasures/%2e%2e%2fabc']), ('W04 erasures/%2e%2e%2fabc GET', 'scope', 200, ['GET /api/gdpr/erasures/%2e%2e%2fabc']), ('W05 erasures/.%2e GET', 'noscope', 200, ['GET /api/gdpr/erasures/.%2e']), ('W05 erasures/.%2e GET', 'scope', 200, ['GET /api/gdpr/erasures/.%2e']), ('W06 erasures/.. POST', 'noscope', 405, []), ('W06 erasures/.. POST', 'scope', 405, []), ('W07 abs erasures/.. GET', 'noscope', 200, ['GET /api/gdpr/erasures/..']), ('W07 abs erasures/.. GET', 'scope', 200, ['GET /api/gdpr/erasures/..'])]
  head test 400s on originate routes / not-door spellings: []
  merged17r2 test refusal-oracle breaches (door/undetermined shape, no-scope token, not 400/403 or any upstream hit): 0 []
  merged17r2 test W rows: [('W01 erasures/.. GET', 'noscope', 200, ['GET /api/gdpr/erasures/..']), ('W01 erasures/.. GET', 'scope', 200, ['GET /api/gdpr/erasures/..']), ('W01 erasures/.. GET', 'user', 200, ['GET /api/gdpr/erasures/..']), ('W02 erasures/%2e%2e GET', 'noscope', 200, ['GET /api/gdpr/erasures/%2e%2e']), ('W02 erasures/%2e%2e GET', 'scope', 200, ['GET /api/gdpr/erasures/%2e%2e']), ('W03 erasures/..;x GET', 'noscope', 200, ['GET /api/gdpr/erasures/..;x']), ('W03 erasures/..;x GET', 'scope', 200, ['GET /api/gdpr/erasures/..;x']), ('W04 erasures/%2e%2e%2fabc GET', 'noscope', 200, ['GET /api/gdpr/erasures/%2e%2e%2fabc']), ('W04 erasures/%2e%2e%2fabc GET', 'scope', 200, ['GET /api/gdpr/erasures/%2e%2e%2fabc']), ('W05 erasures/.%2e GET', 'noscope', 200, ['GET /api/gdpr/erasures/.%2e']), ('W05 erasures/.%2e GET', 'scope', 200, ['GET /api/gdpr/erasures/.%2e']), ('W06 erasures/.. POST', 'noscope', 405, []), ('W06 erasures/.. POST', 'scope', 405, []), ('W07 abs erasures/.. GET', 'noscope', 200, ['GET /api/gdpr/erasures/..']), ('W07 abs erasures/.. GET', 'scope', 200, ['GET /api/gdpr/erasures/..'])]
  merged17r2 test 400s on originate routes / not-door spellings: []
=== prod
D01 origin POST                    POST  /api/v1/gdpr/erasures                        noscope         | 403/INSUFFICIENT_SCOPE h0 || 403/INSUFFICIENT_SCOPE h0
D01 origin POST                    POST  /api/v1/gdpr/erasures                        scope           | 200 h1 POST /api/v1/gdpr/erasures || 200 h1 POST /api/v1/gdpr/erasures
D01 origin POST                    POST  /api/v1/gdpr/erasures                        user            | 403/INSUFFICIENT_SCOPE h0 || 403/INSUFFICIENT_SCOPE h0
D01 origin POST                    POST  /api/v1/gdpr/erasures                        none            | 401/UNAUTHORIZED h0 || 401/UNAUTHORIZED h0
D01 origin POST                    POST  /api/v1/gdpr/erasures                        noemail_noscope | 403/INSUFFICIENT_SCOPE h0 || 403/INSUFFICIENT_SCOPE h0
D01 origin POST                    POST  /api/v1/gdpr/erasures                        noemail_scope   | 500/INTERNAL_ERROR h0 || 500/INTERNAL_ERROR h0
D02 origin GET ref                 GET   /api/v1/gdpr/erasures/abc                    noscope         | 403/INSUFFICIENT_SCOPE h0 || 403/INSUFFICIENT_SCOPE h0
D02 origin GET ref                 GET   /api/v1/gdpr/erasures/abc                    scope           | 200 h1 GET /api/v1/gdpr/erasures/abc || 200 h1 GET /api/v1/gdpr/erasures/abc
D03 abs POST                       POST  http://127.0.0.1/api/v1/gdpr/erasures        noscope         | 403/INSUFFICIENT_SCOPE h0 || 403/INSUFFICIENT_SCOPE h0
D03 abs POST                       POST  http://127.0.0.1/api/v1/gdpr/erasures        scope           | 200 h1 POST /api/v1/gdpr/erasures || 200 h1 POST /api/v1/gdpr/erasures
D03 abs POST                       POST  http://127.0.0.1/api/v1/gdpr/erasures        user            | 403/INSUFFICIENT_SCOPE h0 || 403/INSUFFICIENT_SCOPE h0
D03 abs POST                       POST  http://127.0.0.1/api/v1/gdpr/erasures        none            | 401/UNAUTHORIZED h0 || 401/UNAUTHORIZED h0
D03 abs POST                       POST  http://127.0.0.1/api/v1/gdpr/erasures        noemail_noscope | 403/INSUFFICIENT_SCOPE h0 || 403/INSUFFICIENT_SCOPE h0
D03 abs POST                       POST  http://127.0.0.1/api/v1/gdpr/erasures        noemail_scope   | 500/INTERNAL_ERROR h0 || 500/INTERNAL_ERROR h0
D04 abs GET ref                    GET   http://127.0.0.1/api/v1/gdpr/erasures/abc    noscope         | 403/INSUFFICIENT_SCOPE h0 || 403/INSUFFICIENT_SCOPE h0
D04 abs GET ref                    GET   http://127.0.0.1/api/v1/gdpr/erasures/abc    scope           | 200 h1 GET /api/v1/gdpr/erasures/abc || 200 h1 GET /api/v1/gdpr/erasures/abc
D05 abs any host                   POST  http://qa-anything.invalid/api/v1/gdpr/erasu noscope         | 403/INSUFFICIENT_SCOPE h0 || 403/INSUFFICIENT_SCOPE h0
D05 abs any host                   POST  http://qa-anything.invalid/api/v1/gdpr/erasu scope           | 200 h1 POST /api/v1/gdpr/erasures || 200 h1 POST /api/v1/gdpr/erasures
D06 abs v1                         POST  http://127.0.0.1/api/v1/gdpr/erasures        noscope         | 403/INSUFFICIENT_SCOPE h0 || 403/INSUFFICIENT_SCOPE h0
D06 abs v1                         POST  http://127.0.0.1/api/v1/gdpr/erasures        scope           | 200 h1 POST /api/v1/gdpr/erasures || 200 h1 POST /api/v1/gdpr/erasures
D07 abs HTTP upper scheme          POST  HTTP://127.0.0.1/api/v1/gdpr/erasures        noscope         | 403/INSUFFICIENT_SCOPE h0 || 403/INSUFFICIENT_SCOPE h0
D07 abs HTTP upper scheme          POST  HTTP://127.0.0.1/api/v1/gdpr/erasures        scope           | 200 h1 POST /api/v1/gdpr/erasures || 200 h1 POST /api/v1/gdpr/erasures
D08 abs https:443                  POST  https://127.0.0.1:443/api/v1/gdpr/erasures   noscope         | 403/INSUFFICIENT_SCOPE h0 || 403/INSUFFICIENT_SCOPE h0
D08 abs https:443                  POST  https://127.0.0.1:443/api/v1/gdpr/erasures   scope           | 200 h1 POST /api/v1/gdpr/erasures || 200 h1 POST /api/v1/gdpr/erasures
D09 abs userinfo                   POST  http://u@127.0.0.1/api/v1/gdpr/erasures      noscope         | 403/INSUFFICIENT_SCOPE h0 || 403/INSUFFICIENT_SCOPE h0
D09 abs userinfo                   POST  http://u@127.0.0.1/api/v1/gdpr/erasures      scope           | 200 h1 POST /api/v1/gdpr/erasures || 200 h1 POST /api/v1/gdpr/erasures
D10 %65rasures                     POST  /api/v1/gdpr/%65rasures                      noscope         | 403/INSUFFICIENT_SCOPE h0 || 403/INSUFFICIENT_SCOPE h0
D10 %65rasures                     POST  /api/v1/gdpr/%65rasures                      scope           | 200 h1 POST /api/v1/gdpr/%65rasures || 200 h1 POST /api/v1/gdpr/%65rasures
D11 %45RASURES                     POST  /api/v1/gdpr/%45RASURES                      noscope         | 403/INSUFFICIENT_SCOPE h0 || 403/INSUFFICIENT_SCOPE h0
D11 %45RASURES                     POST  /api/v1/gdpr/%45RASURES                      scope           | 200 h1 POST /api/v1/gdpr/%45RASURES || 200 h1 POST /api/v1/gdpr/%45RASURES
D12 ./erasures                     POST  /api/v1/gdpr/./erasures                      noscope         | 403/INSUFFICIENT_SCOPE h0 || 403/INSUFFICIENT_SCOPE h0
D12 ./erasures                     POST  /api/v1/gdpr/./erasures                      scope           | 200 h1 POST /api/v1/gdpr/./erasures || 200 h1 POST /api/v1/gdpr/./erasures
D13 erasures;x=1                   POST  /api/v1/gdpr/erasures;x=1                    noscope         | 403/INSUFFICIENT_SCOPE h0 || 403/INSUFFICIENT_SCOPE h0
D13 erasures;x=1                   POST  /api/v1/gdpr/erasures;x=1                    scope           | 200 h1 POST /api/v1/gdpr/erasures;x=1 || 200 h1 POST /api/v1/gdpr/erasures;x=1
D14 erasures/                      POST  /api/v1/gdpr/erasures/                       noscope         | 403/INSUFFICIENT_SCOPE h0 || 403/INSUFFICIENT_SCOPE h0
D14 erasures/                      POST  /api/v1/gdpr/erasures/                       scope           | 200 h1 POST /api/v1/gdpr/erasures/ || 200 h1 POST /api/v1/gdpr/erasures/
D15 ERASURES                       POST  /api/v1/gdpr/ERASURES                        noscope         | 403/INSUFFICIENT_SCOPE h0 || 403/INSUFFICIENT_SCOPE h0
D15 ERASURES                       POST  /api/v1/gdpr/ERASURES                        scope           | 200 h1 POST /api/v1/gdpr/ERASURES || 200 h1 POST /api/v1/gdpr/ERASURES
D16 Erasures                       POST  /api/v1/gdpr/Erasures                        noscope         | 403/INSUFFICIENT_SCOPE h0 || 403/INSUFFICIENT_SCOPE h0
D16 Erasures                       POST  /api/v1/gdpr/Erasures                        scope           | 200 h1 POST /api/v1/gdpr/Erasures || 200 h1 POST /api/v1/gdpr/Erasures
D17 x/../erasures                  POST  /api/v1/gdpr/x/../erasures                   noscope         | 400/BAD_REQUEST h0 || 400/BAD_REQUEST h0
D17 x/../erasures                  POST  /api/v1/gdpr/x/../erasures                   scope           | 400/BAD_REQUEST h0 || 400/BAD_REQUEST h0
D18 //erasures                     POST  /api/v1/gdpr//erasures                       noscope         | 403/INSUFFICIENT_SCOPE h0 || 403/INSUFFICIENT_SCOPE h0
D18 //erasures                     POST  /api/v1/gdpr//erasures                       scope           | 200 h1 POST /api/v1/gdpr/erasures || 200 h1 POST /api/v1/gdpr/erasures
D19 erasures?x=1                   POST  /api/v1/gdpr/erasures?x=1                    noscope         | 403/INSUFFICIENT_SCOPE h0 || 403/INSUFFICIENT_SCOPE h0
D19 erasures?x=1                   POST  /api/v1/gdpr/erasures?x=1                    scope           | 200 h1 POST /api/v1/gdpr/erasures?x=1 || 200 h1 POST /api/v1/gdpr/erasures?x=1
D20 %2e/erasures                   POST  /api/v1/gdpr/%2e/erasures                    noscope         | 403/INSUFFICIENT_SCOPE h0 || 403/INSUFFICIENT_SCOPE h0
D20 %2e/erasures                   POST  /api/v1/gdpr/%2e/erasures                    scope           | 200 h1 POST /api/v1/gdpr/%2e/erasures || 200 h1 POST /api/v1/gdpr/%2e/erasures
D21 x/%2e%2e/erasures              POST  /api/v1/gdpr/x/%2e%2e/erasures               noscope         | 403/INSUFFICIENT_SCOPE h0 || 403/INSUFFICIENT_SCOPE h0
D21 x/%2e%2e/erasures              POST  /api/v1/gdpr/x/%2e%2e/erasures               scope           | 200 h1 POST /api/v1/gdpr/x/%2e%2e/erasures || 200 h1 POST /api/v1/gdpr/x/%2e%2e/erasures
D22 erasures%2fabc GET             GET   /api/v1/gdpr/erasures%2fabc                  noscope         | 403/INSUFFICIENT_SCOPE h0 || 403/INSUFFICIENT_SCOPE h0
D22 erasures%2fabc GET             GET   /api/v1/gdpr/erasures%2fabc                  scope           | 200 h1 GET /api/v1/gdpr/erasures%2fabc || 200 h1 GET /api/v1/gdpr/erasures%2fabc
D23 %2ferasures                    POST  /api/v1/gdpr/%2ferasures                     noscope         | 403/INSUFFICIENT_SCOPE h0 || 403/INSUFFICIENT_SCOPE h0
D23 %2ferasures                    POST  /api/v1/gdpr/%2ferasures                     scope           | 200 h1 POST /api/v1/gdpr/%2ferasures || 200 h1 POST /api/v1/gdpr/%2ferasures
D24 ;p/erasures                    POST  /api/v1/gdpr/;p/erasures                     noscope         | 403/INSUFFICIENT_SCOPE h0 || 403/INSUFFICIENT_SCOPE h0
D24 ;p/erasures                    POST  /api/v1/gdpr/;p/erasures                     scope           | 200 h1 POST /api/v1/gdpr/;p/erasures || 200 h1 POST /api/v1/gdpr/;p/erasures
D25 v1 %65rasures                  POST  /api/v1/gdpr/%65rasures                      noscope         | 403/INSUFFICIENT_SCOPE h0 || 403/INSUFFICIENT_SCOPE h0
D25 v1 %65rasures                  POST  /api/v1/gdpr/%65rasures                      scope           | 200 h1 POST /api/v1/gdpr/%65rasures || 200 h1 POST /api/v1/gdpr/%65rasures
D26 abs %65rasures                 POST  http://127.0.0.1/api/v1/gdpr/%65rasures      noscope         | 403/INSUFFICIENT_SCOPE h0 || 403/INSUFFICIENT_SCOPE h0
D26 abs %65rasures                 POST  http://127.0.0.1/api/v1/gdpr/%65rasures      scope           | 200 h1 POST /api/v1/gdpr/%65rasures || 200 h1 POST /api/v1/gdpr/%65rasures
D27 abs ./erasures                 POST  http://127.0.0.1/api/v1/gdpr/./erasures      noscope         | 403/INSUFFICIENT_SCOPE h0 || 403/INSUFFICIENT_SCOPE h0
D27 abs ./erasures                 POST  http://127.0.0.1/api/v1/gdpr/./erasures      scope           | 200 h1 POST /api/v1/gdpr/./erasures || 200 h1 POST /api/v1/gdpr/./erasures
D28 abs x/../erasures              POST  http://127.0.0.1/api/v1/gdpr/x/../erasures   noscope         | 400/BAD_REQUEST h0 || 400/BAD_REQUEST h0
D28 abs x/../erasures              POST  http://127.0.0.1/api/v1/gdpr/x/../erasures   scope           | 400/BAD_REQUEST h0 || 400/BAD_REQUEST h0
D29 erasures/%zz GET               GET   /api/v1/gdpr/erasures/%zz                    noscope         | 403/INSUFFICIENT_SCOPE h0 || 403/INSUFFICIENT_SCOPE h0
D29 erasures/%zz GET               GET   /api/v1/gdpr/erasures/%zz                    scope           | 200 h1 GET /api/v1/gdpr/erasures/%zz || 200 h1 GET /api/v1/gdpr/erasures/%zz
D30 erasures/abc;x GET             GET   /api/v1/gdpr/erasures/abc;x                  noscope         | 403/INSUFFICIENT_SCOPE h0 || 403/INSUFFICIENT_SCOPE h0
D30 erasures/abc;x GET             GET   /api/v1/gdpr/erasures/abc;x                  scope           | 200 h1 GET /api/v1/gdpr/erasures/abc;x || 200 h1 GET /api/v1/gdpr/erasures/abc;x
D31 abs erasures#f                 POST  http://127.0.0.1/api/v1/gdpr/erasures#f      noscope         | 403/INSUFFICIENT_SCOPE h0 || 403/INSUFFICIENT_SCOPE h0
D31 abs erasures#f                 POST  http://127.0.0.1/api/v1/gdpr/erasures#f      scope           | 200 h1 POST /api/v1/gdpr/erasures || 200 h1 POST /api/v1/gdpr/erasures
U01 %zzrasures                     POST  /api/v1/gdpr/%zzrasures                      noscope         | 400/NON_CANONICAL_PATH h0 || 400/NON_CANONICAL_PATH h0
U01 %zzrasures                     POST  /api/v1/gdpr/%zzrasures                      scope           | 400/NON_CANONICAL_PATH h0 || 400/NON_CANONICAL_PATH h0
U01 %zzrasures                     POST  /api/v1/gdpr/%zzrasures                      none            | 400/NON_CANONICAL_PATH h0 || 400/NON_CANONICAL_PATH h0
U02 ../gdpr/erasures               POST  /api/v1/gdpr/../gdpr/erasures                noscope         | 400/BAD_REQUEST h0 || 400/BAD_REQUEST h0
U02 ../gdpr/erasures               POST  /api/v1/gdpr/../gdpr/erasures                scope           | 400/BAD_REQUEST h0 || 400/BAD_REQUEST h0
U03 consent/../../erasures         POST  /api/v1/gdpr/consent/../../erasures          noscope         | 400/BAD_REQUEST h0 || 400/BAD_REQUEST h0
U03 consent/../../erasures         POST  /api/v1/gdpr/consent/../../erasures          scope           | 400/BAD_REQUEST h0 || 400/BAD_REQUEST h0
U04 %E9rasures                     POST  /api/v1/gdpr/%E9rasures                      noscope         | 400/NON_CANONICAL_PATH h0 || 400/NON_CANONICAL_PATH h0
U04 %E9rasures                     POST  /api/v1/gdpr/%E9rasures                      scope           | 400/NON_CANONICAL_PATH h0 || 400/NON_CANONICAL_PATH h0
U05 abs %zzrasures                 POST  http://127.0.0.1/api/v1/gdpr/%zzrasures      noscope         | 400/NON_CANONICAL_PATH h0 || 400/NON_CANONICAL_PATH h0
U05 abs %zzrasures                 POST  http://127.0.0.1/api/v1/gdpr/%zzrasures      scope           | 400/NON_CANONICAL_PATH h0 || 400/NON_CANONICAL_PATH h0
U06 %zz alone GET                  GET   /api/v1/gdpr/%zz                             noscope         | 400/NON_CANONICAL_PATH h0 || 400/NON_CANONICAL_PATH h0
U06 %zz alone GET                  GET   /api/v1/gdpr/%zz                             scope           | 400/NON_CANONICAL_PATH h0 || 400/NON_CANONICAL_PATH h0
U07 /.. GET                        GET   /api/v1/gdpr/..                              noscope         | 400/NON_CANONICAL_PATH h0 || 400/NON_CANONICAL_PATH h0
U07 /.. GET                        GET   /api/v1/gdpr/..                              scope           | 400/NON_CANONICAL_PATH h0 || 400/NON_CANONICAL_PATH h0
U08 erasures/../%zz GET            GET   /api/v1/gdpr/erasures/../%zz                 noscope         | 400/BAD_REQUEST h0 || 400/BAD_REQUEST h0
U08 erasures/../%zz GET            GET   /api/v1/gdpr/erasures/../%zz                 scope           | 400/BAD_REQUEST h0 || 400/BAD_REQUEST h0
W01 erasures/.. GET                GET   /api/v1/gdpr/erasures/..                     noscope         | 200 h1 GET /api/v1/gdpr/erasures/.. || 200 h1 GET /api/v1/gdpr/erasures/..
W01 erasures/.. GET                GET   /api/v1/gdpr/erasures/..                     scope           | 200 h1 GET /api/v1/gdpr/erasures/.. || 200 h1 GET /api/v1/gdpr/erasures/..
W01 erasures/.. GET                GET   /api/v1/gdpr/erasures/..                     user            | 200 h1 GET /api/v1/gdpr/erasures/.. || 200 h1 GET /api/v1/gdpr/erasures/..
W02 erasures/%2e%2e GET            GET   /api/v1/gdpr/erasures/%2e%2e                 noscope         | 200 h1 GET /api/v1/gdpr/erasures/%2e%2e || 200 h1 GET /api/v1/gdpr/erasures/%2e%2e
W02 erasures/%2e%2e GET            GET   /api/v1/gdpr/erasures/%2e%2e                 scope           | 200 h1 GET /api/v1/gdpr/erasures/%2e%2e || 200 h1 GET /api/v1/gdpr/erasures/%2e%2e
W03 erasures/..;x GET              GET   /api/v1/gdpr/erasures/..;x                   noscope         | 200 h1 GET /api/v1/gdpr/erasures/..;x || 200 h1 GET /api/v1/gdpr/erasures/..;x
W03 erasures/..;x GET              GET   /api/v1/gdpr/erasures/..;x                   scope           | 200 h1 GET /api/v1/gdpr/erasures/..;x || 200 h1 GET /api/v1/gdpr/erasures/..;x
W04 erasures/%2e%2e%2fabc GET      GET   /api/v1/gdpr/erasures/%2e%2e%2fabc           noscope         | 200 h1 GET /api/v1/gdpr/erasures/%2e%2e%2fabc || 200 h1 GET /api/v1/gdpr/erasures/%2e%2e%2fabc
W04 erasures/%2e%2e%2fabc GET      GET   /api/v1/gdpr/erasures/%2e%2e%2fabc           scope           | 200 h1 GET /api/v1/gdpr/erasures/%2e%2e%2fabc || 200 h1 GET /api/v1/gdpr/erasures/%2e%2e%2fabc
W05 erasures/.%2e GET              GET   /api/v1/gdpr/erasures/.%2e                   noscope         | 200 h1 GET /api/v1/gdpr/erasures/.%2e || 200 h1 GET /api/v1/gdpr/erasures/.%2e
W05 erasures/.%2e GET              GET   /api/v1/gdpr/erasures/.%2e                   scope           | 200 h1 GET /api/v1/gdpr/erasures/.%2e || 200 h1 GET /api/v1/gdpr/erasures/.%2e
W06 erasures/.. POST               POST  /api/v1/gdpr/erasures/..                     noscope         | 405/METHOD_NOT_ALLOWED h0 || 405/METHOD_NOT_ALLOWED h0
W06 erasures/.. POST               POST  /api/v1/gdpr/erasures/..                     scope           | 405/METHOD_NOT_ALLOWED h0 || 405/METHOD_NOT_ALLOWED h0
W07 abs erasures/.. GET            GET   http://127.0.0.1/api/v1/gdpr/erasures/..     noscope         | 200 h1 GET /api/v1/gdpr/erasures/.. || 200 h1 GET /api/v1/gdpr/erasures/..
W07 abs erasures/.. GET            GET   http://127.0.0.1/api/v1/gdpr/erasures/..     scope           | 200 h1 GET /api/v1/gdpr/erasures/.. || 200 h1 GET /api/v1/gdpr/erasures/..
N01 %63onsent/check                GET   /api/v1/gdpr/%63onsent/check                 noscope         | 200 h1 GET /api/v1/gdpr/%63onsent/check || 200 h1 GET /api/v1/gdpr/%63onsent/check
N01 %63onsent/check                GET   /api/v1/gdpr/%63onsent/check                 scope           | 200 h1 GET /api/v1/gdpr/%63onsent/check || 200 h1 GET /api/v1/gdpr/%63onsent/check
N02 consent/%zz                    GET   /api/v1/gdpr/consent/%zz                     noscope         | 200 h1 GET /api/v1/gdpr/consent/%zz || 200 h1 GET /api/v1/gdpr/consent/%zz
N02 consent/%zz                    GET   /api/v1/gdpr/consent/%zz                     scope           | 200 h1 GET /api/v1/gdpr/consent/%zz || 200 h1 GET /api/v1/gdpr/consent/%zz
N03 CONSENT/check                  GET   /api/v1/gdpr/CONSENT/check                   noscope         | 200 h1 GET /api/v1/gdpr/CONSENT/check || 200 h1 GET /api/v1/gdpr/CONSENT/check
N03 CONSENT/check                  GET   /api/v1/gdpr/CONSENT/check                   scope           | 200 h1 GET /api/v1/gdpr/CONSENT/check || 200 h1 GET /api/v1/gdpr/CONSENT/check
N04 consent//check                 GET   /api/v1/gdpr/consent//check                  noscope         | 200 h1 GET /api/v1/gdpr/consent/check || 200 h1 GET /api/v1/gdpr/consent/check
N04 consent//check                 GET   /api/v1/gdpr/consent//check                  scope           | 200 h1 GET /api/v1/gdpr/consent/check || 200 h1 GET /api/v1/gdpr/consent/check
N05 erasuresX                      POST  /api/v1/gdpr/erasuresX                       noscope         | 200 h1 POST /api/v1/gdpr/erasuresX || 200 h1 POST /api/v1/gdpr/erasuresX
N05 erasuresX                      POST  /api/v1/gdpr/erasuresX                       scope           | 200 h1 POST /api/v1/gdpr/erasuresX || 200 h1 POST /api/v1/gdpr/erasuresX
N06 erasures.json                  POST  /api/v1/gdpr/erasures.json                   noscope         | 200 h1 POST /api/v1/gdpr/erasures.json || 200 h1 POST /api/v1/gdpr/erasures.json
N06 erasures.json                  POST  /api/v1/gdpr/erasures.json                   scope           | 200 h1 POST /api/v1/gdpr/erasures.json || 200 h1 POST /api/v1/gdpr/erasures.json
N07 erasures%3bx=1                 POST  /api/v1/gdpr/erasures%3bx=1                  noscope         | 200 h1 POST /api/v1/gdpr/erasures%3bx=1 || 200 h1 POST /api/v1/gdpr/erasures%3bx=1
N07 erasures%3bx=1                 POST  /api/v1/gdpr/erasures%3bx=1                  scope           | 200 h1 POST /api/v1/gdpr/erasures%3bx=1 || 200 h1 POST /api/v1/gdpr/erasures%3bx=1
N08 abs consent/check?next=/erasur GET   http://127.0.0.1/api/v1/gdpr/consent/check?n noscope         | 200 h1 GET /api/v1/gdpr/consent/check?next=/erasures || 200 h1 GET /api/v1/gdpr/consent/check?next=/erasures
N08 abs consent/check?next=/erasur GET   http://127.0.0.1/api/v1/gdpr/consent/check?n scope           | 200 h1 GET /api/v1/gdpr/consent/check?next=/erasures || 200 h1 GET /api/v1/gdpr/consent/check?next=/erasures
N09 consent/check?x=%zz            GET   /api/v1/gdpr/consent/check?x=%zz             noscope         | 200 h1 GET /api/v1/gdpr/consent/check?x=%zz || 200 h1 GET /api/v1/gdpr/consent/check?x=%zz
N09 consent/check?x=%zz            GET   /api/v1/gdpr/consent/check?x=%zz             scope           | 200 h1 GET /api/v1/gdpr/consent/check?x=%zz || 200 h1 GET /api/v1/gdpr/consent/check?x=%zz
N10 bare mount                     GET   /api/v1/gdpr                                 noscope         | 200 h1 GET /api/v1/gdpr || 200 h1 GET /api/v1/gdpr
N10 bare mount                     GET   /api/v1/gdpr                                 scope           | 200 h1 GET /api/v1/gdpr || 200 h1 GET /api/v1/gdpr
N11 consent/%E9                    GET   /api/v1/gdpr/consent/%E9                     noscope         | 200 h1 GET /api/v1/gdpr/consent/%E9 || 200 h1 GET /api/v1/gdpr/consent/%E9
N11 consent/%E9                    GET   /api/v1/gdpr/consent/%E9                     scope           | 200 h1 GET /api/v1/gdpr/consent/%E9 || 200 h1 GET /api/v1/gdpr/consent/%E9
O POST /consent                    POST  /api/v1/gdpr/consent                         noscope         | 200 h1 POST /api/v1/gdpr/consent || 200 h1 POST /api/v1/gdpr/consent
O POST /consent                    POST  /api/v1/gdpr/consent                         scope           | 200 h1 POST /api/v1/gdpr/consent || 200 h1 POST /api/v1/gdpr/consent
O POST /consent/withdraw           POST  /api/v1/gdpr/consent/withdraw                noscope         | 200 h1 POST /api/v1/gdpr/consent/withdraw || 200 h1 POST /api/v1/gdpr/consent/withdraw
O POST /consent/withdraw           POST  /api/v1/gdpr/consent/withdraw                scope           | 200 h1 POST /api/v1/gdpr/consent/withdraw || 200 h1 POST /api/v1/gdpr/consent/withdraw
O GET /consent/check               GET   /api/v1/gdpr/consent/check                   noscope         | 200 h1 GET /api/v1/gdpr/consent/check || 200 h1 GET /api/v1/gdpr/consent/check
O GET /consent/check               GET   /api/v1/gdpr/consent/check                   scope           | 200 h1 GET /api/v1/gdpr/consent/check || 200 h1 GET /api/v1/gdpr/consent/check
O GET /consent/:userId             GET   /api/v1/gdpr/consent/u-1                     noscope         | 200 h1 GET /api/v1/gdpr/consent/u-1 || 200 h1 GET /api/v1/gdpr/consent/u-1
O GET /consent/:userId             GET   /api/v1/gdpr/consent/u-1                     scope           | 200 h1 GET /api/v1/gdpr/consent/u-1 || 200 h1 GET /api/v1/gdpr/consent/u-1
O POST /dsr                        POST  /api/v1/gdpr/dsr                             noscope         | 200 h1 POST /api/v1/gdpr/dsr || 200 h1 POST /api/v1/gdpr/dsr
O POST /dsr                        POST  /api/v1/gdpr/dsr                             scope           | 200 h1 POST /api/v1/gdpr/dsr || 200 h1 POST /api/v1/gdpr/dsr
O GET /dsr/pending                 GET   /api/v1/gdpr/dsr/pending                     noscope         | 200 h1 GET /api/v1/gdpr/dsr/pending || 200 h1 GET /api/v1/gdpr/dsr/pending
O GET /dsr/pending                 GET   /api/v1/gdpr/dsr/pending                     scope           | 200 h1 GET /api/v1/gdpr/dsr/pending || 200 h1 GET /api/v1/gdpr/dsr/pending
O GET /dsr/:dsrId                  GET   /api/v1/gdpr/dsr/u-1                         noscope         | 200 h1 GET /api/v1/gdpr/dsr/u-1 || 200 h1 GET /api/v1/gdpr/dsr/u-1
O GET /dsr/:dsrId                  GET   /api/v1/gdpr/dsr/u-1                         scope           | 200 h1 GET /api/v1/gdpr/dsr/u-1 || 200 h1 GET /api/v1/gdpr/dsr/u-1
O GET /dsr/user/:userId            GET   /api/v1/gdpr/dsr/user/u-1                    noscope         | 200 h1 GET /api/v1/gdpr/dsr/user/u-1 || 200 h1 GET /api/v1/gdpr/dsr/user/u-1
O GET /dsr/user/:userId            GET   /api/v1/gdpr/dsr/user/u-1                    scope           | 200 h1 GET /api/v1/gdpr/dsr/user/u-1 || 200 h1 GET /api/v1/gdpr/dsr/user/u-1
O PATCH /dsr/:dsrId                PATCH /api/v1/gdpr/dsr/u-1                         noscope         | 200 h1 PATCH /api/v1/gdpr/dsr/u-1 || 200 h1 PATCH /api/v1/gdpr/dsr/u-1
O PATCH /dsr/:dsrId                PATCH /api/v1/gdpr/dsr/u-1                         scope           | 200 h1 PATCH /api/v1/gdpr/dsr/u-1 || 200 h1 PATCH /api/v1/gdpr/dsr/u-1
O GET /export/:userId              GET   /api/v1/gdpr/export/u-1                      noscope         | 200 h1 GET /api/v1/gdpr/export/u-1 || 200 h1 GET /api/v1/gdpr/export/u-1
