drafter_extra_table 2026-09-17 17:05:27 AEST
== test
  test       OC X03 ..%3bx        scope   | r1 200 - calls=['getErasureStatusByExternalRef:..;x']         | r2 200 - calls=['getErasureStatusByExternalRef:..;x']         
  test       OC X03 ..%3bx        user    | r1 403 INSUFFICIENT_SCOPE calls=[]                            | r2 403 INSUFFICIENT_SCOPE calls=[]                            
  test       OC X07 ./abc         noscope | r1 403 INSUFFICIENT_SCOPE calls=[]                            | r2 400 NON_CANONICAL_PATH calls=[]                            << CHANGED
  test       OC X07 ./abc         scope   | r1 404 - calls=[]                                             | r2 400 NON_CANONICAL_PATH calls=[]                            << CHANGED
  test       OC X07 ./abc         user    | r1 403 INSUFFICIENT_SCOPE calls=[]                            | r2 400 NON_CANONICAL_PATH calls=[]                            << CHANGED
  test       OC X09 ...           noscope | r1 403 INSUFFICIENT_SCOPE calls=[]                            | r2 403 INSUFFICIENT_SCOPE calls=[]                            
  test       OC X09 ...           scope   | r1 200 - calls=['getErasureStatusByExternalRef:...']          | r2 200 - calls=['getErasureStatusByExternalRef:...']          
  test       OC X09 ...           user    | r1 403 INSUFFICIENT_SCOPE calls=[]                            | r2 403 INSUFFICIENT_SCOPE calls=[]                            
  test       OC X11 .ref          noscope | r1 403 INSUFFICIENT_SCOPE calls=[]                            | r2 403 INSUFFICIENT_SCOPE calls=[]                            
  test       OC X11 .ref          scope   | r1 200 - calls=['getErasureStatusByExternalRef:.ref']         | r2 200 - calls=['getErasureStatusByExternalRef:.ref']         
  test       OC X11 .ref          user    | r1 403 INSUFFICIENT_SCOPE calls=[]                            | r2 403 INSUFFICIENT_SCOPE calls=[]                            
  test       OC X12 a.b           noscope | r1 403 INSUFFICIENT_SCOPE calls=[]                            | r2 403 INSUFFICIENT_SCOPE calls=[]                            
  test       OC X12 a.b           scope   | r1 200 - calls=['getErasureStatusByExternalRef:a.b']          | r2 200 - calls=['getErasureStatusByExternalRef:a.b']          
  test       OC X12 a.b           user    | r1 403 INSUFFICIENT_SCOPE calls=[]                            | r2 403 INSUFFICIENT_SCOPE calls=[]                            
  test       OC X13 abc.          noscope | r1 403 INSUFFICIENT_SCOPE calls=[]                            | r2 403 INSUFFICIENT_SCOPE calls=[]                            
  test       OC X13 abc.          scope   | r1 200 - calls=['getErasureStatusByExternalRef:abc.']         | r2 200 - calls=['getErasureStatusByExternalRef:abc.']         
  test       OC X13 abc.          user    | r1 403 INSUFFICIENT_SCOPE calls=[]                            | r2 403 INSUFFICIENT_SCOPE calls=[]                            
  test       OC X16 ..%00         noscope | r1 403 INSUFFICIENT_SCOPE calls=[]                            | r2 403 INSUFFICIENT_SCOPE calls=[]                            
  test       OC X16 ..%00         scope   | r1 200 - calls=['getErasureStatusByExternalRef:..\x00']       | r2 200 - calls=['getErasureStatusByExternalRef:..\x00']       
  test       OC X16 ..%00         user    | r1 403 INSUFFICIENT_SCOPE calls=[]                            | r2 403 INSUFFICIENT_SCOPE calls=[]                            
  test       OC X17 %252e%252e    noscope | r1 403 INSUFFICIENT_SCOPE calls=[]                            | r2 403 INSUFFICIENT_SCOPE calls=[]                            
  test       OC X17 %252e%252e    scope   | r1 200 - calls=['getErasureStatusByExternalRef:%2e%2e']       | r2 200 - calls=['getErasureStatusByExternalRef:%2e%2e']       
  test       OC X17 %252e%252e    user    | r1 403 INSUFFICIENT_SCOPE calls=[]                            | r2 403 INSUFFICIENT_SCOPE calls=[]                            
  test       OC X20 ..#frag       noscope | r1 200 - calls=['getErasureStatusByExternalRef:..']           | r2 400 NON_CANONICAL_PATH calls=[]                            << CHANGED
  test       OC X20 ..#frag       scope   | r1 200 - calls=['getErasureStatusByExternalRef:..']           | r2 400 NON_CANONICAL_PATH calls=[]                            << CHANGED
  test       OC X20 ..#frag       user    | r1 403 FORBIDDEN calls=[]                                     | r2 400 NON_CANONICAL_PATH calls=[]                            << CHANGED
  test       OC W01 ..            noscope | r1 200 - calls=['getErasureStatusByExternalRef:..']           | r2 400 NON_CANONICAL_PATH calls=[]                            << CHANGED
  test       OC W01 ..            scope   | r1 200 - calls=['getErasureStatusByExternalRef:..']           | r2 400 NON_CANONICAL_PATH calls=[]                            << CHANGED
  test       OC W01 ..            user    | r1 403 FORBIDDEN calls=[]                                     | r2 400 NON_CANONICAL_PATH calls=[]                            << CHANGED
  test       OC W02 %2e%2e        noscope | r1 200 - calls=['getErasureStatusByExternalRef:..']           | r2 400 NON_CANONICAL_PATH calls=[]                            << CHANGED
  test       OC W02 %2e%2e        scope   | r1 200 - calls=['getErasureStatusByExternalRef:..']           | r2 400 NON_CANONICAL_PATH calls=[]                            << CHANGED
  test       OC W02 %2e%2e        user    | r1 403 FORBIDDEN calls=[]                                     | r2 400 NON_CANONICAL_PATH calls=[]                            << CHANGED
  test       OC W03 ..;x          noscope | r1 200 - calls=['getErasureStatusByExternalRef:..;x']         | r2 400 NON_CANONICAL_PATH calls=[]                            << CHANGED
  test       OC W03 ..;x          scope   | r1 200 - calls=['getErasureStatusByExternalRef:..;x']         | r2 400 NON_CANONICAL_PATH calls=[]                            << CHANGED
  test       OC W03 ..;x          user    | r1 403 FORBIDDEN calls=[]                                     | r2 400 NON_CANONICAL_PATH calls=[]                            << CHANGED
  test       OC W04 %2e%2e%2fabc  noscope | r1 200 - calls=['getErasureStatusByExternalRef:../abc']       | r2 400 NON_CANONICAL_PATH calls=[]                            << CHANGED
  test       OC W04 %2e%2e%2fabc  scope   | r1 200 - calls=['getErasureStatusByExternalRef:../abc']       | r2 400 NON_CANONICAL_PATH calls=[]                            << CHANGED
  test       OC W04 %2e%2e%2fabc  user    | r1 403 FORBIDDEN calls=[]                                     | r2 400 NON_CANONICAL_PATH calls=[]                            << CHANGED
  test       OC W05 .%2e          noscope | r1 200 - calls=['getErasureStatusByExternalRef:..']           | r2 400 NON_CANONICAL_PATH calls=[]                            << CHANGED
  test       OC W05 .%2e          scope   | r1 200 - calls=['getErasureStatusByExternalRef:..']           | r2 400 NON_CANONICAL_PATH calls=[]                            << CHANGED
  test       OC W05 .%2e          user    | r1 403 FORBIDDEN calls=[]                                     | r2 400 NON_CANONICAL_PATH calls=[]                            << CHANGED
  test       OC W10 ../           noscope | r1 200 - calls=['getErasureStatusByExternalRef:..']           | r2 400 NON_CANONICAL_PATH calls=[]                            << CHANGED
  test       OC W10 ../           scope   | r1 200 - calls=['getErasureStatusByExternalRef:..']           | r2 400 NON_CANONICAL_PATH calls=[]                            << CHANGED
  test       OC W10 ../           user    | r1 403 FORBIDDEN calls=[]                                     | r2 400 NON_CANONICAL_PATH calls=[]                            << CHANGED
  test       OC W12 %2e%2e%2fconsent noscope | r1 200 - calls=['getErasureStatusByExternalRef:../consent']   | r2 400 NON_CANONICAL_PATH calls=[]                            << CHANGED
  test       OC W12 %2e%2e%2fconsent scope   | r1 200 - calls=['getErasureStatusByExternalRef:../consent']   | r2 400 NON_CANONICAL_PATH calls=[]                            << CHANGED
  test       OC W12 %2e%2e%2fconsent user    | r1 403 FORBIDDEN calls=[]                                     | r2 400 NON_CANONICAL_PATH calls=[]                            << CHANGED
  test       OC W14 ERASURES/..   noscope | r1 200 - calls=['getErasureStatusByExternalRef:..']           | r2 400 NON_CANONICAL_PATH calls=[]                            << CHANGED
  test       OC W14 ERASURES/..   scope   | r1 200 - calls=['getErasureStatusByExternalRef:..']           | r2 400 NON_CANONICAL_PATH calls=[]                            << CHANGED
  test       OC W14 ERASURES/..   user    | r1 403 FORBIDDEN calls=[]                                     | r2 400 NON_CANONICAL_PATH calls=[]                            << CHANGED
  test       OC CTRL %65rasures POST noscope | r1 403 INSUFFICIENT_SCOPE calls=[]                            | r2 403 INSUFFICIENT_SCOPE calls=[]                            
  test       OC CTRL %65rasures POST scope   | r1 404 - calls=[]                                             | r2 404 - calls=[]                                             
  test       OC CTRL %65rasures POST user    | r1 403 INSUFFICIENT_SCOPE calls=[]                            | r2 403 INSUFFICIENT_SCOPE calls=[]                            
  test       OC CTRL consent/check noscope | r1 400 BAD_REQUEST calls=[]                                   | r2 400 BAD_REQUEST calls=[]                                   
  test       OC CTRL consent/check scope   | r1 400 BAD_REQUEST calls=[]                                   | r2 400 BAD_REQUEST calls=[]                                   
  test       OC CTRL consent/check user    | r1 400 BAD_REQUEST calls=[]                                   | r2 400 BAD_REQUEST calls=[]                                   
  production OC origin GET abc    noscope | r1 403 INSUFFICIENT_SCOPE calls=[]                            | r2 403 INSUFFICIENT_SCOPE calls=[]                            
  production OC origin GET abc    scope   | r1 404 - calls=[]                                             | r2 404 - calls=[]                                             
  production OC origin GET abc    user    | r1 403 INSUFFICIENT_SCOPE calls=[]                            | r2 403 INSUFFICIENT_SCOPE calls=[]                            
  production OC X01 %2e           noscope | r1 403 INSUFFICIENT_SCOPE calls=[]                            | r2 400 NON_CANONICAL_PATH calls=[]                            << CHANGED
  production OC X01 %2e           scope   | r1 404 - calls=[]                                             | r2 400 NON_CANONICAL_PATH calls=[]                            << CHANGED
  production OC X01 %2e           user    | r1 403 INSUFFICIENT_SCOPE calls=[]                            | r2 400 NON_CANONICAL_PATH calls=[]                            << CHANGED
  production OC X03 ..%3bx        noscope | r1 403 INSUFFICIENT_SCOPE calls=[]                            | r2 403 INSUFFICIENT_SCOPE calls=[]                            
  production OC X03 ..%3bx        scope   | r1 404 - calls=[]                                             | r2 404 - calls=[]                                             
  production OC X03 ..%3bx        user    | r1 403 INSUFFICIENT_SCOPE calls=[]                            | r2 403 INSUFFICIENT_SCOPE calls=[]                            
  production OC X07 ./abc         noscope | r1 403 INSUFFICIENT_SCOPE calls=[]                            | r2 400 NON_CANONICAL_PATH calls=[]                            << CHANGED
  production OC X07 ./abc         scope   | r1 404 - calls=[]                                             | r2 400 NON_CANONICAL_PATH calls=[]                            << CHANGED
  production OC X07 ./abc         user    | r1 403 INSUFFICIENT_SCOPE calls=[]                            | r2 400 NON_CANONICAL_PATH calls=[]                            << CHANGED
  production OC X09 ...           noscope | r1 403 INSUFFICIENT_SCOPE calls=[]                            | r2 403 INSUFFICIENT_SCOPE calls=[]                            
  production OC X09 ...           scope   | r1 404 - calls=[]                                             | r2 404 - calls=[]                                             
  production OC X09 ...           user    | r1 403 INSUFFICIENT_SCOPE calls=[]                            | r2 403 INSUFFICIENT_SCOPE calls=[]                            
  production OC X11 .ref          noscope | r1 403 INSUFFICIENT_SCOPE calls=[]                            | r2 403 INSUFFICIENT_SCOPE calls=[]                            
  production OC X11 .ref          scope   | r1 404 - calls=[]                                             | r2 404 - calls=[]                                             
  production OC X11 .ref          user    | r1 403 INSUFFICIENT_SCOPE calls=[]                            | r2 403 INSUFFICIENT_SCOPE calls=[]                            
  production OC X12 a.b           noscope | r1 403 INSUFFICIENT_SCOPE calls=[]                            | r2 403 INSUFFICIENT_SCOPE calls=[]                            
  production OC X12 a.b           scope   | r1 404 - calls=[]                                             | r2 404 - calls=[]                                             
  production OC X12 a.b           user    | r1 403 INSUFFICIENT_SCOPE calls=[]                            | r2 403 INSUFFICIENT_SCOPE calls=[]                            
  production OC X13 abc.          noscope | r1 403 INSUFFICIENT_SCOPE calls=[]                            | r2 403 INSUFFICIENT_SCOPE calls=[]                            
  production OC X13 abc.          scope   | r1 404 - calls=[]                                             | r2 404 - calls=[]                                             
  production OC X13 abc.          user    | r1 403 INSUFFICIENT_SCOPE calls=[]                            | r2 403 INSUFFICIENT_SCOPE calls=[]                            
  production OC X16 ..%00         noscope | r1 403 INSUFFICIENT_SCOPE calls=[]                            | r2 403 INSUFFICIENT_SCOPE calls=[]                            
  production OC X16 ..%00         scope   | r1 404 - calls=[]                                             | r2 404 - calls=[]                                             
  production OC X16 ..%00         user    | r1 403 INSUFFICIENT_SCOPE calls=[]                            | r2 403 INSUFFICIENT_SCOPE calls=[]                            
  production OC X17 %252e%252e    noscope | r1 403 INSUFFICIENT_SCOPE calls=[]                            | r2 403 INSUFFICIENT_SCOPE calls=[]                            
  production OC X17 %252e%252e    scope   | r1 404 - calls=[]                                             | r2 404 - calls=[]                                             
  production OC X17 %252e%252e    user    | r1 403 INSUFFICIENT_SCOPE calls=[]                            | r2 403 INSUFFICIENT_SCOPE calls=[]                            
  production OC X20 ..#frag       noscope | r1 404 - calls=[]                                             | r2 400 NON_CANONICAL_PATH calls=[]                            << CHANGED
  production OC X20 ..#frag       scope   | r1 404 - calls=[]                                             | r2 400 NON_CANONICAL_PATH calls=[]                            << CHANGED
  production OC X20 ..#frag       user    | r1 404 - calls=[]                                             | r2 400 NON_CANONICAL_PATH calls=[]                            << CHANGED
  production OC W01 ..            noscope | r1 404 - calls=[]                                             | r2 400 NON_CANONICAL_PATH calls=[]                            << CHANGED
  production OC W01 ..            scope   | r1 404 - calls=[]                                             | r2 400 NON_CANONICAL_PATH calls=[]                            << CHANGED
  production OC W01 ..            user    | r1 404 - calls=[]                                             | r2 400 NON_CANONICAL_PATH calls=[]                            << CHANGED
  production OC W02 %2e%2e        noscope | r1 404 - calls=[]                                             | r2 400 NON_CANONICAL_PATH calls=[]                            << CHANGED
  production OC W02 %2e%2e        scope   | r1 404 - calls=[]                                             | r2 400 NON_CANONICAL_PATH calls=[]                            << CHANGED
  production OC W02 %2e%2e        user    | r1 404 - calls=[]                                             | r2 400 NON_CANONICAL_PATH calls=[]                            << CHANGED
  production OC W03 ..;x          noscope | r1 404 - calls=[]                                             | r2 400 NON_CANONICAL_PATH calls=[]                            << CHANGED
  production OC W03 ..;x          scope   | r1 404 - calls=[]                                             | r2 400 NON_CANONICAL_PATH calls=[]                            << CHANGED
  production OC W03 ..;x          user    | r1 404 - calls=[]                                             | r2 400 NON_CANONICAL_PATH calls=[]                            << CHANGED
  production OC W04 %2e%2e%2fabc  noscope | r1 404 - calls=[]                                             | r2 400 NON_CANONICAL_PATH calls=[]                            << CHANGED
  production OC W04 %2e%2e%2fabc  scope   | r1 404 - calls=[]                                             | r2 400 NON_CANONICAL_PATH calls=[]                            << CHANGED
  production OC W04 %2e%2e%2fabc  user    | r1 404 - calls=[]                                             | r2 400 NON_CANONICAL_PATH calls=[]                            << CHANGED
  production OC W05 .%2e          noscope | r1 404 - calls=[]                                             | r2 400 NON_CANONICAL_PATH calls=[]                            << CHANGED
  production OC W05 .%2e          scope   | r1 404 - calls=[]                                             | r2 400 NON_CANONICAL_PATH calls=[]                            << CHANGED
  production OC W05 .%2e          user    | r1 404 - calls=[]                                             | r2 400 NON_CANONICAL_PATH calls=[]                            << CHANGED
  production OC W10 ../           noscope | r1 400 BAD_REQUEST calls=[]                                   | r2 400 BAD_REQUEST calls=[]                                   
  production OC W10 ../           scope   | r1 400 BAD_REQUEST calls=[]                                   | r2 400 BAD_REQUEST calls=[]                                   
  production OC W10 ../           user    | r1 400 BAD_REQUEST calls=[]                                   | r2 400 BAD_REQUEST calls=[]                                   
  production OC W12 %2e%2e%2fconsent noscope | r1 404 - calls=[]                                             | r2 400 NON_CANONICAL_PATH calls=[]                            << CHANGED
  production OC W12 %2e%2e%2fconsent scope   | r1 404 - calls=[]                                             | r2 400 NON_CANONICAL_PATH calls=[]                            << CHANGED
  production OC W12 %2e%2e%2fconsent user    | r1 404 - calls=[]                                             | r2 400 NON_CANONICAL_PATH calls=[]                            << CHANGED
  production OC W14 ERASURES/..   noscope | r1 404 - calls=[]                                             | r2 400 NON_CANONICAL_PATH calls=[]                            << CHANGED
  production OC W14 ERASURES/..   scope   | r1 404 - calls=[]                                             | r2 400 NON_CANONICAL_PATH calls=[]                            << CHANGED
  production OC W14 ERASURES/..   user    | r1 404 - calls=[]                                             | r2 400 NON_CANONICAL_PATH calls=[]                            << CHANGED
  production OC CTRL %65rasures POST noscope | r1 403 INSUFFICIENT_SCOPE calls=[]                            | r2 403 INSUFFICIENT_SCOPE calls=[]                            
  production OC CTRL %65rasures POST scope   | r1 404 - calls=[]                                             | r2 404 - calls=[]                                             
  production OC CTRL %65rasures POST user    | r1 403 INSUFFICIENT_SCOPE calls=[]                            | r2 403 INSUFFICIENT_SCOPE calls=[]                            
  production OC CTRL consent/check noscope | r1 404 - calls=[]                                             | r2 404 - calls=[]                                             
  production OC CTRL consent/check scope   | r1 404 - calls=[]                                             | r2 404 - calls=[]                                             
  production OC CTRL consent/check user    | r1 404 - calls=[]                                             | r2 404 - calls=[]                                             
